"year","month","mo_yr","cmip_projection","weighted_mean_pr_mm","stdev_pr_mm","weighted_mean_tasmin_degC","stdev_tasmin_degC","weighted_mean_tasmax_degC","stdev_tasmax_degC"
"1961","06","06-1961","hadgem2-es.1.rcp45",2.49572825431824,0.0169233363121748,10.6119804382324,0.0723161175847054,23.7018165588379,0.179335922002792
"1961","07","07-1961","hadgem2-es.1.rcp45",0.99569034576416,0.0145982401445508,13.463038444519,0.0646754652261734,27.1747932434082,0.189294531941414
"1961","08","08-1961","hadgem2-es.1.rcp45",2.53641653060913,0.0449836775660515,12.4121961593628,0.0665867850184441,25.4057025909424,0.124472506344318
"1961","09","09-1961","hadgem2-es.1.rcp45",2.68502330780029,0.0260456129908562,7.37427377700806,0.107226856052876,18.2340526580811,0.0621492192149162
"1961","10","10-1961","hadgem2-es.1.rcp45",1.66541600227356,0.00696005532518029,4.27711963653564,0.0966830402612686,16.2239685058594,0.0617618821561337
"1961","11","11-1961","hadgem2-es.1.rcp45",5.36710548400879,0.112214393913746,-1.12831199169159,0.089373916387558,5.87736749649048,0.0791975408792496
"1961","12","12-1961","hadgem2-es.1.rcp45",1.6435741186142,0.0438302867114544,-7.91895771026611,0.107930555939674,1.54732823371887,0.0988646745681763
"1962","01","01-1962","hadgem2-es.1.rcp45",1.46631491184235,0.0397537909448147,-10.2413806915283,0.1036257147789,0.401906669139862,0.0964707285165787
"1962","02","02-1962","hadgem2-es.1.rcp45",2.76366472244263,0.0734143927693367,-10.2905979156494,0.107928052544594,1.28324639797211,0.0726636052131653
"1962","03","03-1962","hadgem2-es.1.rcp45",2.76431775093079,0.0509311445057392,-5.35396003723145,0.0764596536755562,5.05679178237915,0.0918287187814713
"1962","04","04-1962","hadgem2-es.1.rcp45",3.23884248733521,0.120571687817574,-1.56807124614716,0.0701998472213745,9.71124839782715,0.112790323793888
"1962","05","05-1962","hadgem2-es.1.rcp45",1.37744009494781,0.0105876615270972,5.67630052566528,0.074090339243412,19.0590705871582,0.218419075012207
"1962","06","06-1962","hadgem2-es.1.rcp45",2.79801964759827,0.0162662640213966,10.4033517837524,0.0823839083313942,23.8886966705322,0.195722863078117
"1962","07","07-1962","hadgem2-es.1.rcp45",2.72714447975159,0.0345211625099182,13.7939624786377,0.0665988698601723,25.5685901641846,0.179118350148201
"1962","08","08-1962","hadgem2-es.1.rcp45",4.59056091308594,0.049141451716423,13.0192346572876,0.0595951564610004,24.4948616027832,0.123282536864281
"1962","09","09-1962","hadgem2-es.1.rcp45",4.93179416656494,0.108560964465141,8.06804180145264,0.101819105446339,19.7153205871582,0.0813951343297958
"1962","10","10-1962","hadgem2-es.1.rcp45",5.39836311340332,0.0678339377045631,1.87781274318695,0.103960558772087,12.3136396408081,0.0639291927218437
"1962","11","11-1962","hadgem2-es.1.rcp45",2.36962699890137,0.046125128865242,-3.6290819644928,0.0775944069027901,4.80403470993042,0.0751562118530273
"1962","12","12-1962","hadgem2-es.1.rcp45",4.8636474609375,0.120948828756809,-8.92946910858154,0.128014758229256,0.449651151895523,0.09588523209095
"1963","01","01-1963","hadgem2-es.1.rcp45",0.746750831604004,0.0285639781504869,-17.3566226959229,0.129982084035873,-5.03069972991943,0.0925859734416008
"1963","02","02-1963","hadgem2-es.1.rcp45",3.46549439430237,0.0831657722592354,-12.734601020813,0.0932900458574295,0.299026042222977,0.0795257166028023
"1963","03","03-1963","hadgem2-es.1.rcp45",2.97527050971985,0.0812307968735695,-3.80348610877991,0.0720850974321365,5.38671636581421,0.0762986391782761
"1963","04","04-1963","hadgem2-es.1.rcp45",1.2225855588913,0.0654841959476471,0.984235346317291,0.0712070539593697,12.7504205703735,0.132067680358887
"1963","05","05-1963","hadgem2-es.1.rcp45",2.3562376499176,0.00935281347483397,5.79788017272949,0.0708507224917412,18.5132274627686,0.163350149989128
"1963","06","06-1963","hadgem2-es.1.rcp45",3.25241875648499,0.0186059549450874,9.96894454956055,0.0732950791716576,21.4078178405762,0.179923921823502
"1963","07","07-1963","hadgem2-es.1.rcp45",4.68678998947144,0.101080641150475,13.0588092803955,0.0650387555360794,25.5948314666748,0.169067531824112
"1963","08","08-1963","hadgem2-es.1.rcp45",1.69541811943054,0.0292516797780991,11.8050546646118,0.0646990984678268,24.5850391387939,0.127788603305817
"1963","09","09-1963","hadgem2-es.1.rcp45",2.91516160964966,0.03382383659482,7.74962329864502,0.0954578369855881,18.7045726776123,0.0712656304240227
"1963","10","10-1963","hadgem2-es.1.rcp45",3.26763010025024,0.0477623380720615,1.71089506149292,0.102575346827507,14.6617155075073,0.0637176856398582
"1963","11","11-1963","hadgem2-es.1.rcp45",3.58933448791504,0.103110633790493,-0.268709927797318,0.075354278087616,8.23528671264648,0.0849102661013603
"1963","12","12-1963","hadgem2-es.1.rcp45",1.98498094081879,0.0552533902227879,-12.9631376266479,0.103112190961838,-0.43514084815979,0.0955406054854393
"1964","01","01-1964","hadgem2-es.1.rcp45",3.46942496299744,0.0638934820890427,-12.6942949295044,0.114698924124241,-1.50514459609985,0.0840393006801605
"1964","02","02-1964","hadgem2-es.1.rcp45",4.09115982055664,0.0638733804225922,-10.1235418319702,0.0881160125136375,0.0352367088198662,0.0738434195518494
"1964","03","03-1964","hadgem2-es.1.rcp45",0.560522139072418,0.0182819087058306,-6.89764022827148,0.0790872126817703,4.80633926391602,0.0773094743490219
"1964","04","04-1964","hadgem2-es.1.rcp45",2.65424084663391,0.0898287668824196,-0.754442095756531,0.0805846452713013,11.1686115264893,0.128127604722977
"1964","05","05-1964","hadgem2-es.1.rcp45",3.34629821777344,0.0725831612944603,3.89253115653992,0.0860835090279579,15.5752687454224,0.181401073932648
"1964","06","06-1964","hadgem2-es.1.rcp45",2.76315975189209,0.0286126136779785,9.60326099395752,0.100602611899376,21.31640625,0.247727274894714
"1964","07","07-1964","hadgem2-es.1.rcp45",1.74248671531677,0.0197136830538511,13.6229953765869,0.103274069726467,27.3520259857178,0.246712490916252
"1964","08","08-1964","hadgem2-es.1.rcp45",3.80316662788391,0.0525672100484371,10.6932334899902,0.058780524879694,21.6780986785889,0.128146559000015
"1964","09","09-1964","hadgem2-es.1.rcp45",4.12397146224976,0.0222809221595526,7.51953744888306,0.0840911269187927,18.7641677856445,0.076750248670578
"1964","10","10-1964","hadgem2-es.1.rcp45",5.97493600845337,0.0736822113394737,1.89725077152252,0.10382791608572,11.1253156661987,0.0637603402137756
"1964","11","11-1964","hadgem2-es.1.rcp45",3.89594841003418,0.0933222323656082,-1.55917942523956,0.0716447606682777,6.77668046951294,0.0794214382767677
"1964","12","12-1964","hadgem2-es.1.rcp45",4.93501996994019,0.130837365984917,-8.86265563964844,0.107058651745319,0.0635719150304794,0.103769674897194
